psraid,sample,file,iloc,int_date,fcall,attempt,refusal,lang,cregion,scregion,state,sstate,density,usr,susr,form,igender,irace,llitext0,llitext,cpitext,cpitext2,cpitext3,qs1,thought,campnii,reg,precinct,statereg,folgov,q5,q5a,Q5horse,q5b,q5c,q5d,q7,q8,swing,swingdet,q9f2,q9f2vb,q9f2_1,q9f2_2,q9f2_3,oftvote,where,planto1,planto2,q11,q15f2,q16f1,q17af1,q17bf1,q17cf1,q17df1,q17ef1,q17ff1,q17gf2,q17hf2,q17if2,q17jf2,q17kf2,q17lf2,q21a,q21b,q22a,q22b,q22cf1,q22df1,q22ef2,q22ff2,q22gf2,q22hf2,q23af2,q23bf2,q23cf2,q23df2,q23ef2,q23ff2,q23gf2,q23hf2,q24af1,q24bf1,q24cf1,q24df1,q24ef1,q24ff1,q24gf1,q24hf1,q25af1,q25bf1,q25cf1,q26af2,q26bf2,q26cf2,q26df2,q27af1,q27bf1,q27cf1,q28af2,q28bf2,q28cf2,q28df2,q29f2,q30f2,q32,q33f1,q34f2,q35f1,q36f1,q37f2,q37f2os,q38a,q38b,q39f1,q40f2,q41f1,q43f2,q44f2,q46,q49a,q49b,q49c,q49d,q49e,q49f,sex,age,educ2,hisp,birth_hisp,race3m1,race3m2,race3m3,race3m4,racecmb,racehisp,racethn,marital,parent,relig,chr,born,attend,income,party,partyln,ideo,teaparty2,pvote08a,pvote08b,first,scale10,employ2,labor2,hh1,hh3,ql1,ql1a,qc1,lc2,lc3,money2,phoneuse,lvs7,lvs7wt62,unlvs7wt62,coweight,llweight,weight
51915,1,2,2,91612,120914,3,0,1,2,2,26,26,2,S,S,2,1,1,2,2, , , , ,3,3,3, , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , ,2,3,2,3, , ,2,8,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,1, , ,4,,2,3, ,1, ,9,2, ,3,1,2,3,1,1,1,18,3,2, ,1, , , ,1,0,1,6,2,2, ,9,3,5,2, ,2,3,2, , , ,2,2,3,3,1, , , ,2, ,2,0,0,3.0384615384615383,7.166666666666667,16.8,3.0384615384615383
51916,1,2,2,91612,120913,3,0,1,3,3,48,48,2,U,U,1,2,2,2,1, , , , ,1,1,1,1, ,1,1, ,2,2,2, , ,2,2,2, ,, , , ,1,1,1,1,1, ,1,1,1,2,1,1,1, , , , , , ,4,2,4,2,4,2, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,2,2,1, , , , ,1,1,2, , , , , , ,3,9, ,2,9, ,,4,2,2, ,3, , , ,2,3,2,2,9,2,2,65,6,2, ,1, , , ,1,0,1,1,2,1, ,2,3,7,1, ,2,1,1,2, ,10,2,2,2,2,1, , , ,2, ,2,7,1.1538461538461537,0,1.625,2.066666666666667,1.1538461538461537
51918,1,2,2,91612,120912,6,0,1,3,3,51,51,4,U,U,2,2,2,2,1, , , , ,1,1,1,1,51,1,8,8,9, , , ,9,9,5,7, ,, , , ,1,1,1,1,1,9, , , , , , , ,1,1,1,1,2,2,2,2,2,2, , ,2,2,2,2,2,2,1,2,2,3,2,1, , , , , , , , , , , ,2,2,2,2, , , ,1,2,1,2,3,1,3, ,1, , ,2,,2,3, ,9, ,1,1, ,3,1,2,2,2,3,2,71,8,2, ,1, , , ,1,0,1,5,2,13, ,2,2,7,3,9,3,2,1,9, ,10,3,2,1, ,1, , ,2, , ,2,7,1,0,1,1.4,1
51924,1,2,2,91612,120912,4,0,1,4,4,4,4,3,S,S,1,2,1,2,2, , , , ,1,1,1,1, ,1,1, ,2,1,2, , ,2,2,2, ,, , , ,1,1,1,1,1, ,1,1,1,2,1,1,1, , , , , , ,4,1,4,1,4,1, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,2,2,1, , , , ,1,1,2, , , , , , ,4,1, ,9,9, ,,4,1,2, ,1, , , ,1,1,1,1,4,1,1,68,6,2, ,1, , , ,1,0,1,3,2,99,1,9,9,10,1, ,1,1,1,2, ,10,3,2,1, ,1, , ,2, , ,2,7,1,0,1,1.1333333333333333,1
51931,1,2,2,91612,120914,6,0,1,3,3,37,37,3,S,U,2,2,1,2,2, , , , ,3,2,1,1,37,1,1, ,2,1,2, , ,2,2,2,1,I JUST THINK THE COUNTRY ISNT GOING IN A GOOD DIRECTION.,20, , ,1,1,1,1,1,9, , , , , , , ,1,1,1,1,1,9,8,1,4,2, , ,2,1,4,2,1,1,1,1,1,1,1,1, , , , , , , , , , , ,2,2,1,1, , , ,1,1,2,1,9,3,4, ,2, , ,1,,4,2, ,1, ,9,1, ,2,2,1,2,3,2,2,80,3,2, ,1, , , ,1,0,1,5,2,1, ,1,1,2,1, ,2,3,1,2, ,10,4,2,1, ,1, , ,3, , ,2,6,1.6153846153846154,0,1.5833333333333333,2.466666666666667,1.6153846153846154
51932,1,2,2,91612,120913,6,0,1,3,3,40,40,1,R,R,1,1,1,2,2, , , , ,3,4,1,1, ,2,8,8,9, , , ,1,1,5,7, ,, , , ,2,1,1,1,1, ,1,1,1,1,1,1,1, , , , , , ,2,2,2,2,2,5, , , , , , , , , , , , ,9,9,3,1,9,3,9,3,1,1,2, , , , ,2,2,2, , , , , , ,3,3, ,2,5, ,,2,2,2, ,3, , , ,2,9,3,2,3,2,2,78,4,2, ,1, , , ,1,0,1,5,2,1, ,1,1,6,2, ,3,3,1,1, ,10,3,2,1, ,1, , ,3, , ,2,5,1,0,1,1,1
51933,1,2,2,91612,120913,5,1,1,3,3,54,54,1,R,R,2,2,1,2,2, , , , ,9,3,1,1,54,2,2, ,1,2, ,2,2, ,1,1,1,WELL I THINK THAT HIM AND THE GOVERNMENT HAS DONE ONE OR TWO FAIRLY GOOD THINGS,29, , ,1,1,9, ,1,1, , , , , , , ,1,2,1,1,1,2,2,3,2,4, , ,2,4,2,4,2,3,2,2,3,2,2,2, , , , , , , , , , , ,1,1,2,2, , , ,2,2,2,1,3,1,2, ,1, , ,3,,2,4, ,3, ,2,1, ,1,2,2,1,1,1,2,73,4,2, ,1, , , ,1,0,1,1,2,1, ,1,1,3,1, ,3,3,1,1, ,7,3,2,2,2,2,2, , , , ,1,3,0,1.6538461538461537,1.625,2.066666666666667,1.6538461538461537
51934,1,2,2,91612,120914,3,1,1,3,3,45,45,2,S,S,2,2,1,1,1, , , , ,1,3,2, , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , ,3,1,3,3, , ,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2, , ,2,,3,2, ,1, ,1,1,1,2,2,2,2,3,1,2,53,3,2, ,1, , , ,1,0,1,1,2,13, ,1,1,7,3,1,3,3,1,1, , ,2,2,2,2,1, , , ,1, ,3,0,0,4.615384615384615,8.291666666666666,9.733333333333333,4.615384615384615
51938,1,2,2,91612,120916,1,0,1,3,3,40,40,1,R,R,1,1,1,1,2, , , , ,1,2,1,1, ,1,9,2,1, , ,2,9, ,3,3, ,, , , ,2,1,1,1,1, ,1,1,2,9,2,1,1, , , , , , ,2,3,2,3,2,8, , , , , , , , , , , , ,2,9,9,9,9,2,9,9,1,2,2, , , , ,1,1,1, , , , , , ,2,9, ,2,9, ,,2,2,2, ,3, , , ,9,2,4,4,3,2,2,51,3,2, ,1, , , ,1,0,1,1,2,1, ,9,5,6,2, ,9,3,1,1, ,10,1,2,3,3,1, , , ,2, ,2,7,2.6923076923076925,0,4.125,7.733333333333333,2.6923076923076925
51942,1,2,2,91612,120916,1,0,1,3,3,40,40,1,S,S,1,1,1,2,2, , , , ,4,2,1,1, ,1,2, ,1,1, ,1,2, ,1,1, ,, , , ,1,1,1,1,1, ,2,2,2,1,2,1,2, , , , , , ,2,3,2,3,2,3, , , , , , , , , , , , ,3,2,3,3,3,2,2,2,2,1,2, , , , ,2,2,1, , , , , , ,3,3, ,3,3, ,,2,4,1, ,3, , , ,2,3,3,2,3,2,2,65,4,2, ,1, , , ,1,0,1,1,2,1, ,1,1,7,2, ,3,3,1,1, ,10,3,2,2,2,1, , , ,2, ,2,6,1.2692307692307692,0,1.7916666666666667,2.1333333333333333,1.2692307692307692
51946,1,2,2,91612,120915,2,0,1,3,3,12,12,3,U,U,2,2,1,2,2, , , , ,1,2,3, , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , ,4,4,4,3, , ,4,8,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,3, , ,4,,4,4, ,1, ,9,1,1,2,2,3,2,4,2,2,55,3,2, ,1, , , ,1,0,1,1,2,13, ,1,5,2,3,1,2,1,2, , , ,2,2,2,2,2,2, , , , ,1,0,0,4.384615384615385,4.5,7.2,4.384615384615385
51949,1,2,2,91612,120915,2,0,1,3,3,40,40,1,S,S,1,2,1,2,2, , , , ,3,4,3, , , , , , , , , , , , , , ,, , , , , , , , , ,1, , , , , , , , , , , , ,4,2,4,8,4,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,9, ,3,1, ,,4,2,2, ,3, , , ,4,1,1,3,9,9,1,42,4,2, ,1, , , ,1,0,1,3,1,12, , ,6,6,3,1,2,1,1,4, , ,1,2,2,1,1, , , ,1, ,3,0,0,2.730769230769231,3.7083333333333335,4.666666666666667,2.730769230769231
51953,1,2,2,91612,120915,2,0,1,3,3,48,48,2,S,S,2,2,1,2,1, , , , ,1,1,1,1,48,1,1, ,2,2,2, , ,2,2,2,1,"BECAUSE I WANT SOMEBODY TO CUT GOVERNMENT SO BADLY THAT IT CANT TAKE OVER OUR LIVES ANYMORE. WE NEED TO CUT SPENDING SEVERLY. WE'RE SPENDING MORE THAN WE TAKE IN. THERE IS NO PARTY THAT WILL MAKE THOSE CUTS, BUT OBAMA IS DEATH TO AMERICA. HE IS CRUSHINGUS. HE IS SOCIALIZING OUR COUNTRY AT LIGHTNING SPEED. PLUS HE IS SPENDING US INTO OBLIVION. THERE IS NOT A PROGRAM HE DOESN'T LIKE. MEDICAID/MEDICARE ISBROKE & NOW THEY'RE GONNA TAKE OVER THE REST OF MEDICAL. OUR POST OFFICE /SOCIAL SECURITY IS NO",69, , ,1,1,1,1,1,2, , , , , , , ,1,1,3,4,1,1,4,2,4,2, , ,4,2,4,3,1,1,3,1,1,1,1,3, , , , , , , , , , , ,2,2,1,1, , , ,1,9,2,2,1,2,4, ,3, , ,2,,4,4, ,1, ,9,1, ,1,2,1,1,4,1,1,52,8,9, ,9, , , ,9,0,9,9,1,1, ,9,1,10,1, ,1,1,1,2, ,10,9,9,9,9,9,9, , , , ,5,7,2.6538461538461537,0,4.083333333333333,8.266666666666667,2.6538461538461537
51956,1,2,2,91612,120915,2,0,1,3,3,48,48,1,R,R,2,2,1,1,2, , , , ,1,2,1,1,48,1,1, ,2,1,2, , ,2,2,2,1,TO GET THIS COUNTRY TURNED AROUND,30, , ,1,1,1,1,1,1, , , , , , , ,1,4,1,1,3,1,4,2,4,2, , ,8,2,4,1,1,1,1,1,3,3,1,1, , , , , , , , , , , ,2,2,1,1, , , ,1,1,2,2,1,2,4, ,3, , ,3,,4,2, ,1, ,1,2, ,2,4,1,1,3,1,1,63,3,2, ,1, , , ,1,0,1,1,2,2, ,1,2,10,9,1,1,3,1,2, ,10,1,2,2,2,1, , , ,2, ,2,7,3.0384615384615383,0,4.25,6.2,3.0384615384615383
51957,1,2,2,91612,120915,2,0,1,3,3,1,1,3,S,S,2,2,3,2,2, , , , ,1,1,1,1,1,1,1, ,2,1,2, , ,2,2,2,1,NEW LEADERSHIP AND BETTER DIRECTION FOR THE COUNTRY,15,30, ,2,1,1,1,1,1, , , , , , , ,1,3,2,2,1,1,4,1,4,2, , ,3,2,3,1,1,1,1,1,1,1,1,1, , , , , , , , , , , ,2,2,2,1, , , ,1,1,2,2,1,3,3, ,2, , ,3,,4,2, ,1, ,1,1, ,1,1,1,3,3,1,1,35,6,2, ,1, , , ,1,0,1,1,1,1, ,1,1,7,1, ,1,1,1,2, ,10,1,2,4,2,1, , , ,2, ,2,7,2.1153846153846154,0,3.625,9.333333333333334,2.1153846153846154
51958,1,2,2,91612,120915,2,1,1,3,3,47,47,1,S,S,2,2,3,2,2, , , , ,1,2,1,1,47,1,1, ,2,2,9, , ,2,2,2,1,CHANGE,15, , ,1,1,1,1,1,2, , , , , , , ,1,2,2,2,3,2,4,2,3,2, , ,2,8,2,2,1,1,1,1,1,1,1,1, , , , , , , , , , , ,2,2,2,1, , , ,1,2,2,2,3,3,3, ,2, , ,3,,4,2, ,1, ,1,1, ,2,2,2,1,4,2,1,37,6,2, ,1, , , ,1,0,1,1,1,13, ,2,5,7,1, ,3,3,1,2, ,10,1,2,5,2,1, , , ,2, ,2,7,1.8076923076923077,0,3.0416666666666665,6.6,1.8076923076923077
51959,1,2,2,91612,120915,3,1,1,3,3,12,12,3,S,S,2,1,1,1,1, , , , ,1,2,1,1,12,1,2, ,1,1, ,1,2, ,1,1,1,BETTER CANDIDATE,23, , ,1,1,1,1,1,9, , , , , , , ,1,2,1,3,2,1,2,3,1,3, , ,1,3,1,3,4,2,2,2,2,2,2,2, , , , , , , , , , , ,1,1,2,2, , , ,2,2,2,2,3,1,3, ,2, , ,3,,1,2, ,1, ,2,1, ,3,1,3,3,2,3,1,65,6,2, ,1, , , ,1,0,1,9,2,5, , ,4,9,2, ,3,3,1,1, ,10,3,2,2,2,1, , , ,2, ,2,7,1.0384615384615385,0,1.625,2.066666666666667,1.0384615384615385
51960,1,2,2,91612,120913,6,1,1,2,2,17,17,3,S,S,2,2,3,2,1, , , , ,1,2,1,1,17,1,1, ,2,1,2, , ,2,2,2,1,"JUST THINK HE IS BETTER, BETTER BUSINESS SENSE",29,63, ,2,1,1,1,1,2, , , , , , , ,1,2,2,1,1,1,3,2,3,2, , ,3,2,3,2,1,1,1,1,2,4,1,1, , , , , , , , , , , ,2,2,1,1, , , ,1,9,2,2,1,3,4, ,3, , ,2,,4,2, ,1, ,2,1, ,2,2,2,2,1,2,1,41,6,2, ,1, , , ,1,0,1,1,1,2, ,2,3,10,1, ,2,1,1,2, ,10,1,2,5,2,1, , , ,1, ,3,7,3,0,6.875,9.733333333333333,3
51961,1,2,2,91612,120915,3,0,1,3,3,24,24,4,U,S,2,1,1,1,2, , , , ,1,2,1,1,24,1,1, ,2,1,1, , ,2,2,2,1,NEED A CHANGE,15, , ,1,1,1,1,1,1, , , , , , , ,1,1,1,1,1,2,3,3,3,1, , ,3,2,3,3,1,1,1,1,2,1,1,1, , , , , , , , , , , ,2,2,2,1, , , ,1,1,2,2,1,3,3, ,3, , ,4,,3,2, ,1, ,9,1, ,4,2,1,2,2,2,2,80,4,2, ,1, , , ,1,0,1,5,2,1, ,1,2,4,3,1,2,3,1,1, ,10,3,2,1, ,1, , ,3, , ,2,7,1.0384615384615385,0,1,1.5333333333333334,1.0384615384615385
51962,1,2,2,91612,120916,2,0,1,3,3,5,5,1,S,S,1,2,2,1,2, , , , ,1,1,1,1, ,1,2, ,1,1, ,2,2, ,1,1, ,, , , ,1,1,1,1,1, ,1,1,3,4,1,2,1, , , , , , ,2,4,1,3,1,4, , , , , , , , , , , , ,2,2,2,1,2,2,2,2,1,2,2, , , , ,2,2,2, , , , , , ,4,3, ,2,5, ,,2,4,1, ,3, , , ,4,2,3,3,2,3,1,66,3,2, ,1, , , ,1,0,1,1,2,1, ,2,1,6,3,2,2,2,1,2, ,10,3,2,2,2,1, , , ,3, ,2,7,2.5384615384615383,0,3.375,4.2,2.5384615384615383
51963,1,2,2,91612,120912,6,0,1,3,3,11,11,5,U,U,2,2,1,1,2, , , , ,1,1,1,1,11,1,2, ,1,1, ,1,2, ,1,1,1,BECAUSE HE BELIEVES IN HIS PROGRESSIVE DEMOCRACTIC POLICIES,13,6, ,1,1,1,1,1,1, , , , , , , ,1,1,1,1,1,1,1,4,1,4, , ,1,8,1,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,1,1,2,2, , , ,2,2,1,1,2,1,2, ,2, , ,4,,1,4, ,3, ,2,2, ,4,1,3,4,2,3,1,53,6,2, ,1, , , ,1,0,1,6,2,2, ,2,4,8,2, ,4,2,1,1, ,10,1,2,1, ,1, , ,1, , ,3,7,2.1538461538461537,0,3.5416666666666665,3.8,2.1538461538461537
51964,1,2,2,91612,120912,6,0,1,3,3,13,13,2,R,R,1,1,1,1,2, , , , ,1,1,1,1, ,1,1, ,2,2,2, , ,2,2,2, ,, , , ,1,1,1,1,1, ,1,1,2,4,1,1,1, , , , , , ,2,2,4,2,4,1, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,2,2,1, , , , ,1,1,1, , , , , , ,4,1, ,1,2, ,,4,1,2, ,1, , , ,1,4,1,1,4,1,1,53,6,2, ,1, , , ,1,0,1,1,1,1, ,1,6,9,3,1,2,1,1,1, ,10,1,2,4,2,1, , , ,1, ,3,7,1.9615384615384615,0,3.625,3.3333333333333335,1.9615384615384615
51966,1,2,2,91612,120914,4,1,1,4,4,35,35,1,R,R,2,2,3,2,1, , , , ,3,1,1,1,35,3,2, ,1,1, ,1,2, ,1,1,1,BECAUSE HE HAS DONE ALOT FOR THE MIDDLE CLASS,5, , ,1,2,1,1,1,1, , , , , , , ,1,1,1,1,3,4,4,4,1,4, , ,1,4,1,3,2,2,1,2,9,2,2,2, , , , , , , , , , , ,1,1,2,2, , , ,2,2,1,2,3,2,4, ,1, , ,3,,1,4, ,2, ,2,2, ,3,2,3,3,1,3,2,82,3,1,1,7, , , ,5,1,3,5,2,1, ,9,2,1,2, ,1,3,1,1, ,10,3,2,1, ,2, , , , , ,1,6,1.5384615384615385,0,1.375,1.6,1.5384615384615385
51967,1,2,2,91612,120913,5,0,1,3,3,51,51,5,U,U,2,2,1,1,1, , , , ,1,1,1,1,51,1,2, ,1,1, ,1,2, ,1,1,1,"HIS POLICY ON HEALTHCARE, WOMAN, AND THE BUDGET",4,68,13,1,1,1,1,1,1, , , , , , , ,1,2,2,3,2,1,2,3,1,3, , ,1,4,1,3,2,2,2,2,2,2,2,2, , , , , , , , , , , ,1,1,2,2, , , ,2,2,1,1,3,1,3, ,3, , ,2,,2,4, ,2, ,1,1, ,4,1,2,4,1,3,2,40,8,2, ,1, , , ,1,0,1,1,1,1, ,2,3,9,2, ,4,2,1,1, ,10,1,1,5,2,1, , , ,2, ,2,7,5.153846153846154,0,6.458333333333333,13.666666666666666,5.153846153846154
51968,1,2,2,91612,120912,5,0,1,4,4,6,6,4,U,U,1,2,2,2,1, , , , ,1,2,1,1, ,2,2, ,1,2, ,1,1, ,3,4, ,, , , ,1,1,1,1,1, ,1,1,1,2,2,2,1, , , , , , ,2,2,2,4,2,3, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,1,2, , , , ,1,2,1, , , , , , ,3,3, ,3,3, ,,2,3,1, ,3, , , ,2,3,2,2,2,3,1,70,6,2, ,3, , , ,3,0,4,1,2,12, , ,6,6,2, ,3,3,1,1, ,10,2,2,2,2,2,2, , , , ,1,7,2.6153846153846154,0,2.375,3.3333333333333335,2.6153846153846154
51969,1,2,2,91612,120912,6,0,1,4,4,32,32,2,S,S,1,1,1,1,2, , , , ,3,2,3, , , , , , , , , , , , , , ,, , , , , , , , , ,1, , , , , , , , , , , , ,2,2,2,4,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,2,3, ,,2,4,1, ,3, , , ,2,1,2,2,2,2,1,21,3,2, ,3, , , ,3,0,4,2,2,1, ,2,3,6,3,1,2,3,1,1, , ,1,2,2,2,1, , , ,1, ,3,0,0,5.3076923076923075,8.291666666666666,16.8,5.3076923076923075
51970,1,2,2,91612,120912,6,0,1,4,4,4,4,1,S,S,1,2,1,2,1, , , , ,1,3,1,1, ,1,1, ,2,2,1, , ,2,2,2, ,, , , ,2,1,1,1,1, ,1,1,1,3,1,1,1, , , , , , ,3,2,3,2,4,2, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,2,2,1, , , , ,1,2,2, , , , , , ,4,3, ,3,3, ,,3,2,2, ,3, , , ,3,1,2,2,4,2,1,30,6,2, ,1, , , ,1,0,1,1,2,13, ,2,2,7,1, ,2,3,1,2, ,9,1,2,2,2,1, , , ,1, ,3,6,3.423076923076923,0,8.25,16.8,3.423076923076923
51971,1,2,2,91612,120914,4,0,1,4,4,6,6,2,S,S,1,2,1,1,2, , , , ,3,3,3, , , , , , , , , , , , , , ,, , , , , , , , , ,2, , , , , , , , , , , , ,2,2,3,2,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3, ,4,3, ,,3,2,1, ,3, , , ,3,1,3,2,2,3,2,53,4,2, ,1, , , ,1,0,1,3,2,12, , ,3,2,3,9,3,3,2, , , ,1,1,1, ,1, , ,1, , ,3,0,0,2.923076923076923,3.5,3.066666666666667,2.923076923076923
51972,1,2,2,91612,120913,5,0,1,3,3,1,1,1,R,R,1,2,1,2,1, , , , ,1,1,1,1, ,1,1, ,2,1,9, , ,2,2,2, ,, , , ,1,1,1,1,1, ,1,1,1,2,1,2,2, , , , , , ,4,2,4,1,4,1, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,2,2,1, , , , ,1,1,2, , , , , , ,4,9, ,3,9, ,,4,1,2, ,1, , , ,2,3,1,2,3,2,1,59,4,2, ,1, , , ,1,0,1,1,2,1, ,1,2,7,1, ,1,1,1,2, ,10,1,2,2,2,1, , , ,2, ,2,7,2.269230769230769,0,3.5833333333333335,7.733333333333333,2.269230769230769
51974,1,2,2,91612,120913,5,0,1,3,3,48,48,2,S,S,1,2,2,2,1, , , , ,3,2,1,1, ,2,1, ,2,2,1, , ,1,4,6, ,, , , ,1,1,1,1,1, ,9,1,2,9,2,1,1, , , , , , ,9,9,2,2,3,8, , , , , , , , , , , , ,9,9,1,2,9,1,1,9,2,1,2, , , , ,1,1,1, , , , , , ,3,1, ,2,5, ,,3,3,2, ,3, , , ,3,3,2,4,3,2,2,52,4,2, ,1, , , ,1,0,1,1,1,1, ,2,4,8,4,1,2,3,1,2, ,10,4,2,4,2,1, , , ,1, ,3,6,3.5384615384615383,0,5.541666666666667,5.2,3.5384615384615383
51975,1,2,2,91612,120912,5,0,1,4,4,49,49,2,S,S,2,1,1,1,2, , , , ,1,2,1,1,49,2,1, ,2,1,1, , ,2,2,2,1,HIGHER CONFIDENCE THE ECONOMY WOULD RECOVER MORE QUICKLY UNDER HIS LEADERSHIP|CONCERNED ABOUT EXCESSIVE GOVT SPENDING,2,32, ,2,1,1,1,1,1, , , , , , , ,1,2,1,2,2,2,2,2,3,1, , ,1,1,2,2,1,1,1,1,2,1,1,1, , , , , , , , , , , ,2,2,2,1, , , ,1,1,2,2,1,2,4, ,2, , ,2,,4,2, ,1, ,2,2, ,2,1,2,3,2,2,1,53,8,2, ,1, , , ,1,0,1,1,2,3, ,2,1,8,1, ,2,3,1,2, ,10,1,2,5,5,1, , , ,1, ,3,7,2.1538461538461537,0,5,5.533333333333333,2.1538461538461537
51976,1,2,2,91612,120912,5,0,1,4,4,30,30,1,R,R,1,2,1,1,2, , , , ,1,1,1,1, ,1,1, ,2,1,2, , ,2,2,2, ,, , , ,2,1,1,1,1, ,1,1,2,1,1,2,1, , , , , , ,3,3,4,2,3,2, , , , , , , , , , , , ,1,3,1,1,1,1,1,1,2,2,2, , , , ,1,2,2, , , , , , ,3,3, ,2,5, ,,4,2,2, ,1, , , ,2,2,2,2,4,1,1,52,6,2, ,1, , , ,1,0,1,1,2,2, ,2,2,7,3,1,2,1,1,2, ,10,1,2,2,2,1, , , ,2, ,2,7,1.4615384615384615,0,2.2916666666666665,3.6,1.4615384615384615
51980,1,2,2,91612,120913,7,1,1,3,3,51,51,5,S,S,2,1,1,1,2, , , , ,1,1,1,1,51,2,1, ,2,1,2, , ,2,2,2,1,HE'LL DO A BETTER JOB,29, , ,1,1,1,1,1,9, , , , , , , ,1,2,1,1,1,1,3,1,3,2, , ,3,8,3,2,9,9,2,1,1,9,9,1, , , , , , , , , , , ,2,1,1,1, , , ,1,1,2,2,1,3,4, ,3, , ,2,,3,2, ,1, ,1,1, ,3,2,1,1,3,2,1,43,3,2, ,1, , , ,1,0,1,1,2,1, ,2,4,9,1, ,3,3,1,2, ,10,5,2,4,2,1, , , ,1, ,3,7,8.076923076923077,0,8.291666666666666,16.8,8.076923076923077
51981,1,2,2,91612,120915,3,1,1,3,3,37,37,1,R,R,1,1,1,2,2, , , , ,1,2,1,2, ,3,1, ,2,1,2, , ,2,2,2, ,, , , ,1,1,1,1,1, ,1,1,1,2,2,1,2, , , , , , ,4,1,4,2,4,1, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,2,2,1, , , , ,1,1,2, , , , , , ,3,1, ,2,5, ,,4,2,1, ,3, , , ,2,4,2,1,4,2,2,54,3,2, ,1, , , ,1,0,1,1,2,1, ,2,1,7,1, ,3,3,1,2, ,10,1,2,3,3,1, , , ,3, ,2,6,2.730769230769231,0,4.125,7.866666666666666,2.730769230769231
51982,1,2,2,91612,120916,1,0,1,3,3,51,51,1,S,S,2,2,1,2,2, , , , ,1,2,1,1,51,1,1, ,2,2,2, , ,2,2,2,1,"WOULD LIKE TO SEE A NEW CANDIDATE, BUT WE ONLY HAVE THESE 2 CHOICES",67, , ,1,1,1,1,1,9, , , , , , , ,1,2,1,2,1,1,3,2,4,2, , ,2,1,4,1,1,3,9,1,3,3,1,9, , , , , , , , , , , ,2,2,2,1, , , ,2,2,2,1,1,9,4, ,3, , ,2,,4,2, ,9, ,2,1, ,3,3,1,1,2,1,2,75,1,2, ,1, , , ,1,0,1,5,2,1, ,1,1,1,1, ,2,3,1,2, ,10,3,2,1, ,1, , ,2, , ,2,7,2.269230769230769,0,1.8333333333333333,1.7333333333333334,2.269230769230769
51984,1,2,2,91612,120916,1,0,1,3,3,13,13,1,S,S,1,2,2,1,1, , , , ,9,2,1,1, ,1,1, ,2,2,1, , ,2,2,2, ,, , , ,1,1,1,1,1, ,1,1,1,1,1,1,1, , , , , , ,3,2,3,2,4,3, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2,1, , , , ,1,1,2, , , , , , ,4,2, ,4,9, ,,4,2,2, ,9, , , ,1,1,2,2,3,2,2,46,3,2, ,8, , , ,9,0,9,1,2,1, ,1,2,1,1, ,1,1,1,2, ,10,2,2,2,2,1, , , ,1, ,3,6,4.423076923076923,0,7.75,6.4,4.423076923076923
51985,1,2,2,91612,120916,1,0,1,3,3,1,1,3,U,U,2,2,1,2,1, , , , ,1,2,1,1,1,1,2, ,1,1, ,1,2, ,1,1,1,"I FEEL THAT HE HAS BEEN EFFECTIVE ON INTERNATIONAL ISSUES, I FEEL THAT HE IS IMPROVING THE COUNTRY, WHEN ROMNEY ASKS ARE YOU BETTER OFF TODAY THEN YOU WERE 4 YEARS AGO AND YES I AM, IF WE CHANGE TO THE REPUBLICAN CANDIDATE WE WILL GO BACK, ROMNEY HAS PEOPLE FROM THE BUSH ADMINISTRATION ADVISING HIM AND I DONT AGREE WITH WHAT THE BUSH ADMINISTRATION DID OVER THE PREVIOUS YEARS",7,32, ,1,1,1,1,1,1, , , , , , , ,2,2,2,2,3,3,2,3,2,3, , ,2,8,2,3,2,2,2,2,2,2,2,2, , , , , , , , , , , ,1,1,2,2, , , ,2,2,2,1,3,1,3, ,1, , ,2,,2,3, ,2, ,1,2, ,3,1,4,3,2,3,2,59,4,2, ,1, , , ,1,0,1,1,2,12, , ,6,6,2, ,4,2,1,1, ,10,2,2,2,2,1, , , ,3, ,2,7,1.5769230769230769,0,2,3.066666666666667,1.5769230769230769
