psraid,sample,file,iloc,int_date,fcall,attempt,refusal,lang,cregion,scregion,state,sstate,density,usr,susr,form,igender,irace,llitext0,llitext,cpitext,cpitext2,cpitext3,qs1,thought,campnii,reg,precinct,statereg,folgov,q5,q5a,Q5horse,q5b,q5c,q5d,q7,q8,swing,swingdet,q9f2,q9f2vb,q9f2_1,q9f2_2,q9f2_3,oftvote,where,planto1,planto2,q11,q15f2,q16f1,q17af1,q17bf1,q17cf1,q17df1,q17ef1,q17ff1,q17gf2,q17hf2,q17if2,q17jf2,q17kf2,q17lf2,q21a,q21b,q22a,q22b,q22cf1,q22df1,q22ef2,q22ff2,q22gf2,q22hf2,q23af2,q23bf2,q23cf2,q23df2,q23ef2,q23ff2,q23gf2,q23hf2,q24af1,q24bf1,q24cf1,q24df1,q24ef1,q24ff1,q24gf1,q24hf1,q25af1,q25bf1,q25cf1,q26af2,q26bf2,q26cf2,q26df2,q27af1,q27bf1,q27cf1,q28af2,q28bf2,q28cf2,q28df2,q29f2,q30f2,q32,q33f1,q34f2,q35f1,q36f1,q37f2,q37f2os,q38a,q38b,q39f1,q40f2,q41f1,q43f2,q44f2,q46,q49a,q49b,q49c,q49d,q49e,q49f,sex,age,educ2,hisp,birth_hisp,race3m1,race3m2,race3m3,race3m4,racecmb,racehisp,racethn,marital,parent,relig,chr,born,attend,income,party,partyln,ideo,teaparty2,pvote08a,pvote08b,first,scale10,employ2,labor2,hh1,hh3,ql1,ql1a,qc1,lc2,lc3,money2,phoneuse,lvs7,lvs7wt62,unlvs7wt62,coweight,llweight,weight
75701,2,2,2,91412,120913,2,0,1,3,3,48,48,1,R,,1,2,1, , ,2,2,2,2,1,2,1,1, ,1,8,1,2, ,9, , ,1,4,5, ,, , , ,2,1,1,1,1, ,9,1,2,1,1,1,1, , , , , , ,3,2,8,8,3,8, , , , , , , , , , , , ,1,1,1,9,9,2,1,1,1,1,2, , , , ,2,1,2, , , , , , ,4,3, ,4,3, ,,4,3,2, ,3, , , ,4,9,2,2,2,2,2,62,3,2, ,1, , , ,1,0,1,5,2,1, ,1,2,2,3,1,2,1,1,2, ,10,3,2,1, , , ,1,2, ,9,2,7,1.9615384615384615,0, , ,1.9615384615384615
75703,2,2,2,91412,120913,2,1,1,4,4,8,8,3,U,,2,1,3, , ,1,2,1,2,1,2,1,1,8,2,2, ,1,1, ,1,2, ,1,1,1,AGREE WITH HIS POLICYS (ELSE),13, , ,2,1,1,1,1,1, , , , , , , ,1,2,1,2,3,3,2,3,1,4, , ,1,8,1,4,2,2,2,2,2,2,2,2, , , , , , , , , , , ,1,1,2,2, , , ,2,2,2,1,3,9,3, ,2, , ,4,,2,4, ,1, ,1,1, ,4,2,4,4,9,3,1,30,4,2, ,1, , , ,1,0,1,2,2,12, , ,6,2,3,2,4,3,1,1, ,10,1,2,2,2, , ,2, , ,1,4,7,8.076923076923077,0,7.166666666666667, ,8.076923076923077
75706,2,2,2,91412,120912,3,0,1,4,4,4,4,1,,,1,1,1, , ,2,2,2,2,1,3,1,1, ,3,1, ,2,2,2, , ,2,2,2, ,, , , ,3,1,1,1,1, ,1,1,1,1,2,1,1, , , , , , ,1,2,2,2,3,3, , , , , , , , , , , , ,2,1,2,2,2,2,2,2,1,1,2, , , , ,1,1,2, , , , , , ,3,3, ,4,2, ,,2,2,1, ,3, , , ,1,9,2,3,2,2,1,40,3,2, ,5, , , ,5,0,4,6,1,2, ,1,3,1,2, ,3,3,1,2, ,10,9,9,9,9, , ,9, , ,9,6,5,4.884615384615385,0, , ,4.884615384615385
75708,2,2,2,91412,120913,2,0,1,2,4,39,49,5,S,,1,2,3, , ,1,2,1,2,1,2,1,1, ,2,1, ,2,1,1, , ,2,2,2, ,, , , ,2,1,1,1,1, ,1,1,1,1,1,1,1, , , , , , ,9,2,2,2,8,2, , , , , , , , , , , , ,1,1,1,1,2,1,1,1,1,1,2, , , , ,1,1,2, , , , , , ,3,3, ,2,2, ,,2,1,2, ,3, , , ,3,1,3,3,2,2,2,28,6,2, ,1, , , ,1,0,1,1,1,3, ,2,1,2,3,1,2,2,1,2, ,10,4,2,4,2, , ,2, , ,9,4,7,5.8076923076923075,0,4.5, ,5.8076923076923075
75710,2,2,2,91412,120913,2,0,1,4,4,8,8,1,U,,2,2,1, , ,1,2,1,2,2,3,1,2,8,3,1, ,2,2,2, , ,1,4,6,1,AGREE WITH MOST OF HIS VIEWS MORE THAN I DO OBAMA,23, , ,4,2,1,1,1,2, , , , , , , ,3,3,1,1,1,3,2,3,4,2, , ,3,2,2,3,1,1,1,1,2,1,1,1, , , , , , , , , , , ,2,2,2,1, , , ,1,2,2,2,1,3,3, ,1, , ,2,,4,2, ,1, ,2,1, ,4,1,3,3,1,2,2,24,6,1,1,1, , , ,1,0,3,1,2,12, , ,5,2,3,1,3,3,2, ,1,9,1,2,2,2, , ,2, , ,9,4,3.5,0,3.269230769230769,3.3333333333333335, ,3.269230769230769
75711,2,2,2,91412,120913,2,0,1,4,4,49,49,1,U,,2,2,3, , ,2,2,2,2,1,3,1,1,49,3,1, ,2,1,1, , ,2,2,2,1,I FEEL HIS VIEWS COINSIDE WITH WHAT NEEDS TO HAPPEN IN THIS COUNTRY,30, , ,2,9,1,1,1,2, , , , , , , ,1,2,1,2,2,2,4,2,4,2, , ,4,1,4,2,1,1,1,1,1,1,1,1, , , , , , , , , , , ,2,2,9,1, , , ,1,1,2,2,1,3,4, ,3, , ,3,,4,1, ,1, ,1,1, ,2,1,9,9,3,2,2,33,5,2, ,1, , , ,1,0,1,1,1,3,1,2,2,6,1, ,1,3,1,2, ,9,4,2,7,2, , ,1, ,3,9,2,6,5.653846153846154,0, , ,5.653846153846154
75712,2,2,2,91412,120913,2,0,1,4,4,8,8,5,U,,1,2,1, , ,2,2,2,2,1,1,1,2, ,1,2, ,1,1, ,1,2, ,1,1, ,, , , ,1,2,1,1,1, ,1,1,1,1,1,1,1, , , , , , ,2,4,1,4,2,4, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,1,2, , , , ,1,2,1, , , , , , ,2,1, ,1,2, ,,1,4,1, ,3, , , ,4,1,3,4,1,4,2,32,7,2, ,1, , , ,1,0,1,6,2,10, , ,5,6,3,2,4,3,1,1, ,10,1,2,1, , , ,2, , ,9,4,6,7.1923076923076925,0,5.625, ,7.1923076923076925
75717,2,2,2,91412,120912,2,1,1,4,4,6,4,3,S,,1,2,2, , ,1,2,1,2,1,1,1,1, ,2,1, ,2,1,9, , ,2,2,2, ,, , , ,1,1,1,1,1, ,1,1,1,2,1,1,1, , , , , , ,4,2,4,1,4,1, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,2,2,1, , , , ,1,1,2, , , , , , ,4,2, ,1,2, ,,4,1,2, ,1, , , ,1,3,1,1,2,2,1,73,6,2, ,1, , , ,1,0,1,5,2,1, ,2,5,9,1, ,1,1,1,2, ,10,3,2,1, , , ,1,2, ,9,2,7,1,0, , ,1
75718,2,2,2,91412,120912,2,1,1,4,4,53,53,2,S,,1,2,1, , ,1,2,1,2,2,2,1,2, ,2,1, ,2,1,1, , ,1,4,6, ,, , , ,2,3,1,1,1, ,1,1,2,4,2,1,2, , , , , , ,2,1,2,1,3,8, , , , , , , , , , , , ,1,1,1,2,1,1,1,9,2,1,2, , , , ,1,1,2, , , , , , ,3,1, ,1,2, ,,2,1,2, ,3, , , ,3,1,3,3,4,2,2,21,4,2, ,1, , , ,1,0,1,6,2,12, , ,6,9,1, ,3,3,2, ,1,8,4,2,3,3, , ,1, ,2,1,2,5.5,4.461538461538462,0, , ,4.461538461538462
75721,2,2,2,91412,120914,2,1,1,4,4,53,53,3,,,1,2,1, , ,1,2,1,2,1,9,1,1, ,1,8,1,2, ,2, , ,2,4,5, ,, , , ,2,3,1,1,1, ,1,1,1,3,1,2,1, , , , , , ,4,2,4,2,3,2, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,2,2,2, , , , ,1,1,2, , , , , , ,4,9, ,2,2, ,,4,2,2, ,1, , , ,1,1,3,2,4,1,1,55,4,2, ,1, , , ,1,0,1,3,2,1, ,1,4,3,3,1,1,1,1,3, ,10,8,2,1, , , ,2, , ,9,4,6,6,0,4.708333333333333, ,6
75725,2,2,2,91412,120912,2,0,1,4,4,6,6,2,S,,1,1,1, , ,2,2,2,2,3,2,2, , , , , , , , , , , , , , ,, , , , , , , , , ,1, , , , , , , , , , , , ,4,1,4,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,9, ,3,9, ,,4,2,2, ,3, , , ,1,1,1,2,4,2,1,51,3,2, ,1, , , ,1,0,1,6,2,1, ,1,4,10,3,1,1,3,1,2, , ,1,1,1, , , ,1,1, ,9,3,0,0,3.730769230769231, , ,3.730769230769231
75736,2,2,2,91412,120912,2,0,1,4,4,6,6,2,U,,2,2,1, , ,2,2,2,2,1,2,3, , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , ,1,4,3,3, , ,1,3,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,3, , ,3,,2,2, ,1, ,1,1, ,3,1,1,3,1,3,1,52,3,2, ,1, , , ,1,0,1,3,2,1, ,1,3,1,2, ,2,3,2, , , ,6,1,1, , , ,2, , ,1,4,0,0,5.961538461538462,5, ,5.961538461538462
75737,2,2,2,91412,120912,2,0,1,4,4,6,6,4,U,,1,2,1, , ,1,2,1,2,1,2,1,1, ,2,2, ,1,1, ,1,2, ,1,1, ,, , , ,2,1,1,1,1, ,1,1,1,1,1,1,1, , , , , , ,2,3,2,4,2,4, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,1,2, , , , ,2,2,1, , , , , , ,3,1, ,2,2, ,,2,3,1, ,3, , , ,4,1,2,4,2,3,1,54,8,1,1,4, , , ,4,0,3,1,1,12, , ,5,9,3,2,4,2,1,1, ,10,1,2,4,2, , ,1, ,2,1,2,7,1.7307692307692308,0, , ,1.7307692307692308
75745,2,2,2,91412,120913,2,0,1,4,4,6,6,5,S,,2,2,1, , ,2,2,2,2,3,2,3, , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , ,1,4,1,4, , ,2,3,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,3,,1,4, ,2, ,9,2, ,3,1,4,4,3,2,1,23,5,1,1,7, , , ,5,1,3,2,2,2, ,2,4,2,2, ,9,3,2, , , ,1,1,2,2, , ,2, , ,9,4,0,0,7.230769230769231,7.833333333333333, ,7.230769230769231
75748,2,2,2,91412,120913,2,0,1,4,4,4,4,1,S,,2,2,3, , ,1,2,1,2,1,3,3, , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , ,3,2,3,8, , ,8,8,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , ,3,,4,2, ,2, ,9,1, ,4,1,2,2,2,3,1,27,8,2, ,1, , , ,1,0,1,1,1,13, ,1,5,7,1, ,3,3,2, , , ,1,2,9,3, , ,1, ,1,9,3,0,0,2.8846153846153846, , ,2.8846153846153846
75751,2,2,2,91412,120913,2,0,1,4,4,6,6,5,U,,1,1,1, , ,1,2,1,2,1,2,3, , , , , , , , , , , , , , ,, , , , , , , , , ,2, , , , , , , , , , , , ,4,2,4,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3, ,3,1, ,,4,2,1, ,9, , , ,2,2,2,2,3,2,1,44,5,2, ,1, , , ,1,0,1,1,1,2, ,2,5,8,1, ,3,3,2, , , ,4,2,4,3, , ,2, , ,9,4,0,0,8.076923076923077,8.166666666666666, ,8.076923076923077
75757,2,2,2,91412,120913,2,0,1,4,4,6,6,1,U,,1,2,1, , ,1,2,1,2,3,3,1,1, ,2,1, ,2,2,2, , ,2,2,2, ,, , , ,3,1,1,1,1, ,1,1,1,1,1,1,1, , , , , , ,4,1,3,2,4,1, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,2, , , , ,2,1,2, , , , , , ,4,1, ,2,2, ,,3,2,1, ,3, , , ,1,2,3,2,1,3,2,41,3,1,3,1, , , ,1,0,3,1,1,13, ,1,2,5,1, ,3,3,2, ,2,8,2,2,6,4, , ,1, ,2,1,2,2,0,5.538461538461538, , ,5.538461538461538
75763,2,2,2,91412,120913,2,0,1,4,4,6,6,2,S,,1,1,3, , ,1,2,1,2,1,1,1,1, ,1,1, ,2,1,1, , ,2,2,2, ,, , , ,1,1,1,1,1, ,1,1,2,2,1,2,1, , , , , , ,3,2,4,2,4,2, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,2,2,1, , , , ,1,1,2, , , , , , ,4,1, ,1,2, ,,4,1,2, ,1, , , ,2,1,2,2,3,1,1,58,6,2, ,1, , , ,1,0,1,1,2,1, ,1,2,6,3,1,1,1,1,2, ,10,1,2,2,2, , ,1, ,1,9,3,7,3.6923076923076925,0, , ,3.6923076923076925
75764,2,2,2,91412,120913,2,0,1,4,4,53,41,3,S,,1,1,3, , ,1,2,1,2,3,3,1,2, ,2,2, ,1,2, ,9,2, ,1,1, ,, , , ,2,1,1,1,1, ,2,2,2,2,2,2,2, , , , , , ,3,3,2,3,2,8, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,1,2, , , , ,2,2,2, , , , , , ,4,2, ,2,5, ,,3,4,9, ,3, , ,1,2,1,3,1,2,3,2,99,8,2, ,1, , , ,1,0,1,1,2,12, , ,6,10,3,2,3,2,1,1, ,10,3,2,2,2, , ,1, ,2,9,2,4,0.20979,1.1748252461538462, , ,1.3846153846153846
75773,2,2,2,91412,120914,1,0,1,4,4,6,6,5,S,,1,2,1, , ,1,2,1,2,3,3,3, , , , , , , , , , , , , , ,, , , , , , , , , ,2, , , , , , , , , , , , ,3,3,3,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2, ,4,1, ,,4,4,2, ,3, , ,1,3,1,4,1,9,1,1,30,6,2, ,1, , , ,1,0,1,6,2,1, ,1,5,3,3,2,3,3,1,2, , ,2,2,3,3, , ,2, , ,1,4,0,0,6.538461538461538,6.5, ,6.538461538461538
75780,2,2,2,91412,120914,1,0,1,2,4,39,6,5,S,,2,2,1, , ,1,2,1,2,3,2,1,2,39,3,2, ,1,2, ,2,2, ,1,1,1,MOSTLY BECAUSE SEEMS LIKE A GOOD GUY I LIKE WHAT HE HAS DONE SO FAR AND MEDIA WISE I HAVNT HEARD ANYTHING TO CHANGE MY MIND,26,29, ,3,1,1,1,1,1, , , , , , , ,2,1,3,1,3,1,3,2,2,4, , ,1,1,3,3,2,2,1,2,2,2,2,1, , , , , , , , , , , ,1,1,2,2, , , ,2,2,2,1,3,1,3, ,2, , ,4,,2,3, ,2, ,1,1, ,4,1,3,4,3,4,1,20,4,2, ,1, , , ,1,0,1,6,2,2, ,2,3,6,3,1,3,3,2, ,2,10,2,2,2,2, , ,2, , ,9,4,4.5,8.076923076923077,0,8.166666666666666, ,8.076923076923077
75781,2,2,2,91412,120914,1,0,1,4,4,41,41,4,U,,2,1,1, , ,2,2,2,2,1,2,1,1,41,2,2, ,1,1, ,1,2, ,1,1,1,I'M FIRM BELIVER IN DEMOCRATS,6, , ,2,3,1,1,1,9, , , , , , , ,1,2,2,1,2,3,2,3,2,3, , ,1,8,1,4,2,1,4,2,2,2,2,2, , , , , , , , , , , ,1,1,2,2, , , ,2,2,1,2,3,1,3, ,1, , ,1,,2,3, ,2, ,2,1, ,4,1,2,4,2,3,2,46,8,2, ,1, , , ,1,0,1,1,1,12, , ,5,10,2, ,3,2,1,1, ,10,2,2,4,2, , ,2, , ,9,4,7,3.3076923076923075,0,2.2916666666666665, ,3.3076923076923075
75787,2,2,2,91412,120914,1,0,1,4,4,4,4,1,U,,1,2,2, , ,1,2,1,2,1,2,1,1, ,2,2, ,1,1, ,1,2, ,1,1, ,, , , ,2,1,1,1,1, ,1,2,1,2,1,2,3, , , , , , ,2,3,2,3,2,3, , , , , , , , , , , , ,3,2,3,2,2,2,2,2,2,1,2, , , , ,2,2,2, , , , , , ,3,1, ,2,5, ,,2,3,1, ,3, , , ,3,1,2,4,2,3,2,37,8,2, ,8, , , ,9,0,9,1,2,10, , ,4,9,3,2,4,2,1,1, ,10,1,2,2,2, , ,1, ,1,9,3,7,3.5384615384615383,0, , ,3.5384615384615383
75792,2,2,2,91412,120914,1,0,1,4,4,15,15,1,,,1,2,3, , ,2,2,2,2,3,1,1,1, ,1,1, ,2,2,2, , ,2,2,2, ,, , , ,1,1,1,1,1, ,2,2,2,4,1,2,1, , , , , , ,3,2,3,3,4,2, , , , , , , , , , , , ,1,1,1,3,3,1,1,3,2,2,1, , , , ,2,2,1, , , , , , ,3,1, ,1,2, ,,4,3,2, ,3, , ,1,3,1,2,3,9,2,2,70,6,2, ,1, , , ,1,0,1,1,2,12, , ,4,10,3,1,3,2,1,2, ,10,3,2,2,2, , ,2, , ,9,4,6,2,0,1.2916666666666667, ,2
75793,2,2,2,91412,120914,1,0,1,4,4,53,53,3,S,,2,2,1, , ,2,2,2,2,1,1,1,1,53,1,2, ,1,1, ,1,2, ,1,1,1,CAUSE I BELIEVE HE REPRESENTS A LARGER PERCENTAGE OF AMERICANS,32, , ,2,3,1,1,1,1, , , , , , , ,1,2,2,2,2,3,2,4,1,3, , ,2,8,1,4,4,2,2,2,2,2,2,2, , , , , , , , , , , ,1,1,2,2, , , ,2,2,2,1,3,1,3, ,1, , ,1,,1,4, ,3, ,2,2, ,3,1,2,4,2,4,1,53,6,2, ,1, , , ,1,0,1,1,2,12, , ,5,9,2, ,4,2,1,1, ,9,1,2,3,3, , ,1, ,1,9,3,7,2.1538461538461537,0, , ,2.1538461538461537
75795,2,2,2,91612,120914,3,1,1,4,4,6,6,1,U,,1,1,1, , ,2,2,2,2,4,4,3, , , , , , , , , , , , , , ,, , , , , , , , , ,2, , , , , , , , , , , , ,4,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2, ,4,4, ,,4,1,1, ,3, , ,1,4,9,3,1,2,4,1,51,3,2, ,1, , , ,1,0,1,6,2,1, ,2,6,6,3,1,2,1,2, , , ,6,2,1, , , ,2, , ,9,4,0,0,5.576923076923077,4.458333333333333, ,5.576923076923077
75796,2,2,2,91412,120914,1,0,1,4,4,6,6,5,U,,2,1,3, , ,2,2,2,2,1,1,3, , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , ,2,8,3,3, , ,1,3,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,3, , ,2,,2,4, ,1, ,1,1, ,4,1,4,9,2,3,1,45,7,2, ,2, , , ,2,0,2,4,2,11,1,1,6,10,3,9,2,3,2, , , ,1,1,2,2, , ,2, , ,1,4,0,0,3.5384615384615383,3.4166666666666665, ,3.5384615384615383
75799,2,2,2,91412,120914,1,0,1,4,4,15,15,4,,,1,2,1, , ,1,2,1,2,1,1,3, , , , , , , , , , , , , , ,, , , , , , , , , ,2, , , , , , , , , , , , ,3,3,3,3,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3, ,2,3, ,,4,4,1, ,3, , ,2,1,2,3,1,1,1,1,63,5,2, ,6, , , ,5,0,4,1,2,12, , ,6,6,3,9,3,2,1,4, , ,3,2,3,3, , ,1, ,1,9,3,0,0,4.384615384615385, , ,4.384615384615385
75815,2,2,2,91512,120913,5,1,1,2,2,26,26,4,,,2,1,1, , ,2,2,2,2,4,4,1,2,26,2,8,1,2, ,1, , ,2,4,5,1,I THINK IT WOULD MAKE MY PARENTS HAPPY,32, , ,4,1,1,2,1,1, , , , , , , ,2,1,3,1,4,4,3,3,4,4, , ,4,2,3,1,3,3,1,3,2,3,2,1, , , , , , , , , , , ,2,2,2,1, , , ,2,2,2,1,3,3,2, ,2, , ,4,,4,2, ,1, ,2,1,1,3,1,2,4,4,1,2,18,3,2, ,5, , , ,5,0,4,6,2,4, ,2,6,6,3,1,3,3,2, ,9,11,9,9,9,9, , ,9, , ,9,6,1.5,0,4.269230769230769, , ,4.269230769230769
75823,2,2,2,91512,120913,3,0,2,1,1,42,42,3,S,,2,1,3, , ,2,2,2,2,4,4,3, , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , ,1,4,4,2, , ,2,2,8,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,1, , ,1,,3,3, ,2, ,9,2, ,3,1,1,4,4,1,2,30,3,1,3,1, , , ,1,0,3,3,1,2, ,1,4,1,9,9,1,3,2, , , ,5,2,4,1, , ,1, ,1,9,3,0,0,4.5, , ,4.5
75826,2,2,2,91512,120913,4,0,1,3,2,12,26,2,S,,2,2,2, , ,2,2,2,2,3,2,1,1,12,1,9,1,2, ,2, , ,2,4,5,1,I THINK HE WILL BE MORE EFFECTIVE AND INFORM,32, , ,1,1,1,1,1,9, , , , , , , ,1,1,1,1,1,2,4,2,4,2, , ,4,2,3,2,1,1,1,1,2,1,1,3, , , , , , , , , , , ,2,2,1,1, , , ,1,1,2,2,1,3,4, ,3, , ,2,,4,2, ,1, ,1,1, ,4,2,3,2,3,2,2,67,4,2, ,1, , , ,1,0,1,1,2,2, ,9,1,6,3,1,2,1,1,3, ,10,3,2,2,2, , ,1, ,2,1,2,6,1.3461538461538463,0, , ,1.3461538461538463
75827,2,2,2,91612,120913,5,0,1,2,3,27,13,2,S,,1,2,1, , ,2,2,2,2,1,1,1,2, ,1,2, ,1,1, ,1,2, ,1,1, ,, , , ,2,1,1,1,1, ,1,1,1,4,2,1,2, , , , , , ,2,3,2,3,2,3, , , , , , , , , , , , ,3,2,3,3,2,1,2,2,1,1,2, , , , ,2,2,1, , , , , , ,3,1, ,3,2, ,,2,3,2, ,3, , , ,4,1,2,4,1,4,1,53,6,2, ,2, , , ,2,0,2,3,2,1, ,2,4,5,2, ,3,3,1,1, ,10,1,2,1, , , ,2, , ,1,4,6,2.6153846153846154,0,2.5416666666666665, ,2.6153846153846154
75828,2,2,2,91512,120913,4,0,1,3,3,45,45,2,S,,1,2,1, , ,1,2,1,2,1,1,1,1, ,3,8,2,1, , ,1,1, ,3,3, ,, , , ,1,1,1,1,1, ,2,2,1,4,1,1,1, , , , , , ,3,3,3,3,3,3, , , , , , , , , , , , ,3,2,2,3,2,1,2,1,1,1,2, , , , ,1,2,1, , , , , , ,3,3, ,3,1, ,,3,3,1, ,3, , ,2,3,1,4,2,2,3,2,42,4,1,9,2,7, , ,4,1,3,3,1,1, ,2,3,3,3,9,2,2,1,1, ,10,1,2,3,2, , ,2, , ,9,4,7,5.6923076923076925,0,4.625, ,5.6923076923076925
75833,2,2,2,91512,120913,4,0,1,1,1,34,34,4,S,,2,2,1, , ,1,2,1,2,1,2,1,1,34,2,1, ,2,1,1, , ,2,2,2,1,I LIKE HIS HONESTY I LIKE HIS POLITICS AND I LIKE HIS FAMILY I LIKE HIS RELIGION AND HIS ATTITUDE,24, , ,1,1,1,1,1,2, , , , , , , ,1,1,2,1,1,1,3,2,3,1, , ,1,1,2,2,1,1,1,1,1,1,1,1, , , , , , , , , , , ,2,2,1,1, , , ,1,1,2,2,1,3,4, ,1, , ,2,,4,1, ,1, ,1,1, ,4,2,2,3,2,2,1,82,5,2, ,1, , , ,1,0,1,5,2,12, , ,5,2,3,1,2,1,1,2, ,10,3,2,1, , , ,1,1, ,9,3,7,2.230769230769231,0, , ,2.230769230769231
75839,2,2,2,91512,120913,4,0,1,1,1,42,42,3,S,,2,1,1, , ,2,2,2,2,3,1,1,1,42,2,2, ,1,2, ,2,1, ,3,4,1,OBAMA YOU FEEL HE IS MORE IN TOUCH WITH THE MIDDLE CLASS AND WORKING CLASS,5, , ,1,1,1,1,1,2, , , , , , , ,1,2,2,1,1,2,2,3,2,3, , ,2,2,1,3,2,1,2,2,2,2,1,2, , , , , , , , , , , ,2,2,2,1, , , ,2,2,2,2,3,2,3, ,3, , ,2,,3,2, ,1, ,1,1,2,2,1,2,4,2,1,1,31,8,2, ,1, , , ,1,0,1,1,1,2, ,2,4,6,2, ,3,1,1,1, ,10,1,2,4,2, , ,1, ,1,9,3,6,3.730769230769231,0, , ,3.730769230769231
75840,2,2,2,91512,120913,4,0,2,1,1,25,25,4,U,,1,1,3, , ,1,2,1,2,1,3,3, , , , , , , , , , , , , , ,, , , , , , , , , ,2, , , , , , , , , , , , ,1,2,3,4,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,3,9, ,,4,9,1, ,9, , ,9,2,4,1,4,1,1,1,39,1,1,3,7, , , ,5,1,3,6,1,2, ,1,2,2,3,9,4,3,2, , , ,1,2,4,4, , ,1, ,1,9,3,0,0,8.076923076923077, , ,8.076923076923077
75842,2,2,2,91512,120912,4,0,1,3,3,13,13,2,U,,2,2,2, , ,2,2,2,2,1,1,1,1,13,1,2, ,1,1, ,1,2, ,1,1,1,BECAUSE I WANT HIM TO FINSH DOING WHAT HE STARTED BUT ITS GOING TO TAKE TIME,37, , ,1,1,1,1,1,1, , , , , , , ,1,2,1,1,2,3,2,2,1,4, , ,1,2,1,3,2,2,2,2,2,2,2,2, , , , , , , , , , , ,1,1,2,2, , , ,2,2,2,1,3,1,3, ,2, , ,1,,1,4, ,2, ,1,1, ,4,1,3,3,1,3,2,59,8,2, ,2, , , ,2,0,2,1,2,1, ,2,3,6,2, ,3,2,1,1, ,10,2,2,1, , , ,1,3, ,9,2,7,1,0, , ,1
75846,2,2,2,91512,120915,1,0,1,3,3,12,12,3,U,,1,2,1, , ,1,2,1,2,1,2,1,1, ,2,1, ,2,2,2, , ,1,4,6, ,, , , ,1,1,1,1,1, ,2,1,2,2,3,1,2, , , , , , ,3,3,3,3,2,4, , , , , , , , , , , , ,1,1,1,2,1,1,1,2,2,1,2, , , , ,2,2,2, , , , , , ,4,3, ,4,2, ,,4,3,2, ,3, , ,2,2,1,2,3,2,1,1,27,5,2, ,1, , , ,1,0,1,2,2,12, , ,3,3,3,1,4,2,1,1, ,10,1,2,2,2, , ,2, , ,9,4,7,7.076923076923077,0,6.791666666666667, ,7.076923076923077
75849,2,2,2,91512,120915,1,0,1,3,3,12,12,4,,,1,2,1, , ,2,2,2,2,1,2,3, , , , , , , , , , , , , , ,, , , , , , , , , ,1, , , , , , , , , , , , ,2,4,2,4,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3, ,3,2, ,,2,4,1, ,3, , , ,4,1,4,4,1,4,1,21,2,1,1,1, , , ,1,0,3,6,2,9, , ,6,4,2, ,4,2,2, , , ,4,2,3,3, , ,2, , ,9,4,0,0,8.076923076923077,8.166666666666666, ,8.076923076923077
75858,2,2,2,91512,120915,1,0,1,1,1,34,36,4,S,,2,2,5, , ,2,2,2,2,1,1,1,1,34,1,2, ,1,1, ,1,2, ,1,1,1,"I BELIEVE IN HIS POLICY AND I BELIEVE IN WHAT HE STANDS FOR, HIS SOCIAL ISSUES AND DOMESTIC POLICY",3, , ,2,1,1,1,1,1, , , , , , , ,1,2,1,2,1,2,1,3,1,4, , ,1,1,1,4,2,2,2,2,2,2,2,2, , , , , , , , , , , ,1,1,2,2, , , ,2,2,2,1,3,1,3, ,1, , ,4,,1,4, ,1, ,2,2, ,4,1,3,3,3,3,1,56,5,2, ,1, , , ,1,0,1,1,2,5, , ,5,6,2, ,4,2,1,1, ,10,1,2,2,2, , ,1, ,3,1,2,7,3.1923076923076925,0, , ,3.1923076923076925
